1.1343841553	 2.2813415527
0.7851257324	 0.5844421387
0.8866882324	 -2.3640747070
1.1654357910	 -2.5934143066
0.7209167480	 -0.0928039551
0.5334777832	 -1.4054870605
0.7531127930	 2.3759460449
0.3165588379	 1.0875244141
0.3249664307	 -1.4584045410
0.1746520996	 2.9118652344
0.6443634033	 -0.0965881348
0.9852294922	 -1.0815734863
0.4535522461	 1.5200195313
0.8728485107	 1.6929016113
0.4645843506	 -1.5127868652
0.7273254395	 -2.4736328125
0.3101348877	 -1.3269958496
1.0718841553	 -1.0190124512
0.7294464111	 0.9153747559
0.8483123779	 2.8424682617
0.9823608398	 1.4250488281
0.8436279297	 0.7544250488
0.5665283203	 -0.8445739746
0.6953735352	 2.2644348145
0.9607391357	 -0.4294738770
0.1336364746	 -1.0899658203
0.6101684570	 1.3833007813
1.0815124512	 2.7010803223
0.4211273193	 0.8966674805
0.5661468506	 1.1250610352
1.0420989990	 0.3059082031
0.4144592285	 1.6773376465
0.6621246338	 0.6599121094
0.1731262207	 0.9913330078
0.4360198975	 -2.6244201660
1.2012023926	 -0.8422851563
0.7790069580	 0.8113098145
0.9131774902	 2.7914428711
0.8416290283	 3.0798645020
0.5415802002	 -0.6634826660
1.0769805908	 -0.7406311035
0.3680725098	 0.6816711426
0.6146240234	 1.4482116699
0.6043395996	 1.5202331543
1.0485229492	 -1.0687561035
1.0959320068	 -0.8388977051
0.8771667480	 0.4801635742
0.6623687744	 0.5476989746
0.5845794678	 -1.2919921875
1.0787963867	 1.0348815918
0.6372222900	 -2.1351623535
0.2061767578	 0.4964904785
1.0955047607	 2.3633422852
0.9103393555	 -0.1943664551
0.7402954102	 0.0349121094
0.6744842529	 2.2507934570
0.6415557861	 1.3029479980
0.7512512207	 2.9701232910
0.2611236572	 0.7496032715
0.8045654297	 -1.5496520996
0.7684936523	 0.7423400879
0.1974334717	 0.2609252930
0.9529113770	 1.9302062988
1.0532836914	 0.8623962402
1.0691833496	 -1.0629577637
0.5709228516	 2.6802673340
0.6423645020	 0.5775756836
0.9333190918	 0.1092529297
0.3569946289	 -0.6875915527
1.0639953613	 2.5668640137
0.8947906494	 0.6239318848
0.7229309082	 3.0292358398
0.7533721924	 1.8450012207
0.4695587158	 -1.5305480957
0.8339996338	 -1.1503601074
0.6762542725	 0.0762023926
1.0368652344	 2.7684631348
1.1107635498	 1.0397033691
0.9090576172	 2.9261474609
0.9175567627	 2.4484558105
0.6051788330	 -0.2789611816
0.6564025879	 1.7954711914
0.8164367676	 1.3699035645
0.9898834229	 -0.7030334473
0.2381744385	 0.4943237305
0.6302337646	 -1.6725158691
0.9954681396	 0.8743591309
1.0757446289	 0.7575073242
1.0561218262	 2.3199768066
0.8361511230	 1.1801452637
0.5441894531	 1.0170288086
0.7052459717	 2.4638977051
0.1972198486	 -0.9730834961
0.4504852295	 -2.2210693359
1.0713043213	 2.7711486816
0.9955902100	 1.9458923340
0.8465423584	 -0.7674255371
1.0553894043	 0.8985900879
0.4239807129	 0.7377929688
0.3197631836	 -1.8696289063
0.7837829590	 1.7792663574
1.1643371582	 0.9100646973
1.0388336182	 0.9514465332
0.9333343506	 2.3614196777
0.3465881348	 -2.8468322754
1.0525207520	 1.9146423340
1.1194915771	 2.2573547363
0.9346771240	 1.1810607910
0.1678314209	 2.0462036133
1.1315155029	 -2.3341369629
1.0151672363	 2.2997131348
0.4477081299	 2.5012512207
0.4629211426	 1.3817443848
0.6591949463	 -2.8819885254
0.6249694824	 -0.4790649414
0.4834899902	 -1.2629089355
1.1611785889	 0.7810974121
0.1669311523	 -1.4867248535
0.7704315186	 -0.3702087402
0.3265838623	 -0.4960021973
0.9784545898	 0.4140319824
0.6736907959	 1.1870727539
0.2955017090	 1.9509277344
0.6991271973	 -1.7994079590
1.2060394287	 -0.8373718262
0.5338745117	 1.5438232422
0.4696350098	 0.3135375977
1.0368804932	 0.6365051270
0.8301696777	 1.6784362793
1.0246887207	 0.3901672363
0.6436004639	 2.1159057617
