1.1343	-3.8147e-06	2.2813
0.78508	3.8147e-06	0.58448
0.88667	0	-2.364
1.1654	3.8147e-06	-2.5934
0.72083	3.8147e-06	-0.092857
0.53345	0	-1.4055
0.75306	3.8147e-06	2.3759
0.31656	0	1.0875
0.32494	0	-1.4583
0.17463	0	2.9119
0.64434	3.8147e-06	-0.096611
0.98516	-3.8147e-06	-1.0815
0.45353	0	1.52
0.87281	0	1.6929
0.46455	0	-1.5128
0.7273	3.8147e-06	-2.4736
0.31012	0	-1.3271
1.0718	3.8147e-06	-1.019
0.72939	-3.8147e-06	0.9154
0.84826	0	2.8425
0.98233	-3.8147e-06	1.4251
0.84359	-3.8147e-06	0.75448
0.5665	3.8147e-06	-0.84449
0.69532	0	2.2645
0.96069	3.8147e-06	-0.4295
0.13365	0	-1.0898
0.61013	0	1.3833
1.0815	-3.8147e-06	2.7011
0.42107	0	0.8967
0.56615	0	1.125
1.0421	3.8147e-06	0.30587
0.41442	0	1.6774
0.66214	0	0.65991
0.17311	0	0.99126
0.436	0	-2.6243
1.2012	-3.8147e-06	-0.84226
0.77897	-3.8147e-06	0.81129
0.91319	3.8147e-06	2.7914
0.84161	-3.8147e-06	3.0799
0.54155	0	-0.66346
1.0769	7.6294e-06	-0.74065
0.36806	0	0.68163
0.61458	0	1.4483
0.60431	0	1.5202
1.0485	3.8147e-06	-1.0687
1.0959	-7.6294e-06	-0.83889
0.87714	3.8147e-06	0.4802
0.66235	0	0.54773
0.58457	0	-1.292
1.0787	-3.8147e-06	1.0349
0.63717	0	-2.1352
0.2061	0	0.49646
1.0955	3.8147e-06	2.3633
0.91027	3.8147e-06	-0.19433
0.74024	3.8147e-06	0.034935
0.67445	-3.8147e-06	2.2508
0.64153	0	1.3029
0.75124	-3.8147e-06	2.9701
0.26105	0	0.74962
0.80451	-3.8147e-06	-1.5497
0.76846	0	0.74237
0.19741	0	0.26085
0.95288	-3.8147e-06	1.9303
1.0532	-7.6294e-06	0.8624
1.0691	3.8147e-06	-1.0629
0.57091	3.8147e-06	2.6802
0.64234	0	0.57755
0.93328	-3.8147e-06	0.10926
0.35695	3.8147e-06	-0.68757
1.064	3.8147e-06	2.5668
0.89476	0	0.62397
0.72294	3.8147e-06	3.0292
0.75334	-3.8147e-06	1.845
0.46947	3.8147e-06	-1.5305
0.83397	0	-1.1503
0.67625	-3.8147e-06	0.07618
1.0368	3.8147e-06	2.7684
1.1107	-3.8147e-06	1.0397
0.90904	3.8147e-06	2.9261
0.91752	0	2.4484
0.60513	3.8147e-06	-0.27892
0.65635	3.8147e-06	1.7955
0.81639	3.8147e-06	1.3699
0.98985	7.6294e-06	-0.70307
0.23815	0	0.49432
0.63021	-3.8147e-06	-1.6725
0.99541	3.8147e-06	0.87431
1.0757	3.8147e-06	0.75753
1.0561	3.8147e-06	2.32
0.83606	-3.8147e-06	1.1801
0.54416	0	1.017
0.7052	3.8147e-06	2.4639
0.19716	0	-0.97295
0.45048	0	-2.2211
1.0713	7.6294e-06	2.7711
0.99553	3.8147e-06	1.9459
0.84648	0	-0.76746
1.0554	-7.6294e-06	0.8986
0.42397	0	0.73775
0.31974	0	-1.8697
0.78374	0	1.7793
1.1643	-3.8147e-06	0.91006
1.0388	3.8147e-06	0.95145
0.93324	0	2.3614
0.34659	0	-2.8469
1.0524	-3.8147e-06	1.9147
1.1194	3.8147e-06	2.2573
0.93465	3.8147e-06	1.181
0.16781	0	2.0463
1.1314	0	-2.3342
1.0151	-3.8147e-06	2.2997
0.44762	0	2.5012
0.4629	0	1.3818
0.65918	3.8147e-06	-2.882
0.62492	0	-0.47911
0.48347	3.8147e-06	-1.263
1.1611	3.8147e-06	0.78111
0.16682	0	-1.4865
0.7704	-3.8147e-06	-0.37025
0.32656	0	-0.49602
0.97839	3.8147e-06	0.41404
0.67368	-3.8147e-06	1.1871
0.29544	0	1.951
0.69907	0	-1.7994
1.206	-3.8147e-06	-0.83733
0.53386	0	1.5438
0.46962	0	0.31351
1.0368	3.8147e-06	0.6365
0.8301	3.8147e-06	1.6785
1.0247	-3.8147e-06	0.39021
0.64357	0	2.1159
0.83958	0	1.7107
0.99918	0	-2.0958
0.74748	3.8147e-06	0.71513
1.0484	3.8147e-06	0.52914
0.87876	0	0.85209
0.28679	0	0.69772
1.0769	-3.8147e-06	-2.4988
0.68356	3.8147e-06	0.45969
1.0656	-3.8147e-06	2.472
0.87822	-3.8147e-06	1.2534
0.76201	-3.8147e-06	0.53223
1.1532	-3.8147e-06	1.0283
0.20768	0	0.15085
0.83669	-3.8147e-06	1.2495
0.80709	0	-0.63293
0.36383	-3.8147e-06	-0.8464
0.37907	0	0.50687
0.96023	0	-1.8983
0.054188	0	0.94186
0.81406	0	0.87539
1.0654	0	2.5852
0.72004	3.8147e-06	1.0342
0.89328	0	-2.0046
1.0626	3.8147e-06	0.8829
0.515	3.8147e-06	-1.5406
0.38472	0	0.5843
0.99212	-3.8147e-06	0.35508
0.93056	0	0.69185
0.94183	-3.8147e-06	-2.2069
0.93206	0	-0.87219
0.91114	-3.8147e-06	-1.1834
0.94111	-3.8147e-06	0.99854
0.95796	-3.8147e-06	2.8363
0.90273	-3.8147e-06	2.9746
0.67908	-3.8147e-06	0.28947
0.49584	0	0.090668
0.63634	3.8147e-06	0.093834
0.59705	-3.8147e-06	1.4816
1.1527	0	0.97462
0.68739	0	2.3335
0.93194	-3.8147e-06	1.3766
0.48397	0	-2.6563
0.87177	3.8147e-06	0.031273
0.57399	3.8147e-06	0.60821
0.33227	-3.8147e-06	1.5183
1.0101	-7.6294e-06	0.33692
1.0456	3.8147e-06	1.1621
0.74161	0	1.3663
0.45327	3.8147e-06	-1.9348
0.83916	0	1.2368
0.9099	-3.8147e-06	-2.314
0.95457	0	-0.7935
0.82368	3.8147e-06	-1.0751
0.94639	3.8147e-06	0.20551
0.87579	0	1.3425
1.1595	7.6294e-06	0.64626
0.93019	0	1.4622
0.44653	-3.8147e-06	-2.6062
0.47757	3.8147e-06	0.28219
0.71443	0	2.9886
0.64244	0	1.3414
0.90963	3.8147e-06	2.6408
0.58306	0	-1.487
0.25957	0	0.23363
0.65759	0	1.4296
0.93439	0	0.96648
0.72862	3.8147e-06	2.6705
0.8032	0	-0.19723
0.96685	0	0.78002
0.85168	3.8147e-06	1.7224
0.9705	-3.8147e-06	0.23193
1.0009	-7.6294e-06	0.66477
